PLAYER,YEAR,TEAM,All-Star,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,ASTÂ Ratio,OREB%,DREB%,REB%,TOÂ Ratio,eFG%,TS%,USG%,PACE,PIE,POSS
P.J. Tucker,2019,HOU,0,35,47,29,18,35,7.5,2.7,6,44.3,1.4,4,36.4,0.7,0.9,83.3,1.6,5.6,7.2,1.7,1.1,1.2,0.4,3.4,22.3,5,0,2.4,111.5,108.5,3,6.3,1.46,18.2,4.3,14.6,9.4,12.4,56.4,58.7,8.8,104.01,6.3,"3,568"
P.J. Washington,2019,CHA,0,21,43,15,28,30.1,12.2,4.6,9.6,47.7,1.4,3.4,40.1,1.7,2.5,65.7,0.8,4.5,5.3,2,1.6,0.9,0.8,2.8,25.3,4,0,-3.2,104.6,110.2,-5.6,11,1.29,14.3,2.6,15,8.7,11,54.8,56.9,17.7,97.86,8.6,"2,644"
PJ Dozier,2019,DEN,0,23,8,6,2,13.6,6.3,2.6,6,43.8,0.6,2,31.3,0.4,0.5,75,0.1,1.8,1.9,1.9,0.6,0.3,0.1,1.8,11.8,0,0,-1.6,98.4,105.9,-7.5,21.4,3,21.4,0.8,12.8,6.3,7.1,49,50.2,19.3,105.89,7.7,243
Pascal Siakam,2019,TOR,1,26,37,28,9,34.9,23.7,8.8,19.2,45.7,2.2,6,36.8,3.9,4.9,79.6,1.2,6.5,7.6,3.4,2.5,1,0.9,2.9,41.3,10,0,6.6,112.6,103.9,8.7,16,1.36,12.5,3.3,16.7,10.3,9.2,51.5,55.4,29,101.82,13.3,"2,745"
Pat Connaughton,2019,MIL,0,27,43,39,4,17.6,4.8,1.9,4.2,44.2,0.6,2.2,29,0.4,0.6,72,0.8,3.4,4.2,1.6,0.8,0.3,0.5,1,13.8,0,0,2.8,109.5,102,7.5,11.9,2,23.7,4.1,15.8,10.3,11.9,51.7,53.4,11.8,106.72,8.8,"1,677"
Patrick Beverley,2019,LAC,0,31,37,27,10,28.2,8.4,3.1,7.2,42.7,1.5,4.3,36.1,0.6,1,63.2,1.3,4.5,5.9,4,1.3,1.3,0.6,3.2,25.8,4,0,4.6,112.8,104.8,8,18.8,3.08,30.8,4.4,14.9,9.6,10,53.4,54.5,13,102.21,9.2,"2,221"
Patrick McCaw,2019,TOR,0,24,24,17,7,25.2,5.4,2.2,4.9,44.9,0.7,2,33.3,0.3,0.4,70,0.5,1.7,2.2,2.4,1,1.2,0.2,1.7,14.6,1,0,-1.2,104.7,105.7,-1,13.3,2.42,28.4,1.7,6.3,4.1,11.8,51.7,52.7,10.3,101.87,5.6,"1,275"
Patrick Patterson,2019,LAC,0,31,43,28,15,13.2,5,1.6,4.1,39.8,1.1,3.1,37.1,0.6,0.8,79.4,0.7,2,2.7,0.7,0.3,0.1,0.1,0.9,9.5,0,0,2.4,109.5,101.4,8.1,7,2.07,12.3,4.6,14,9.3,6,53.7,56.6,14.6,104.36,8.7,"1,237"
Patty Mills,2019,SAS,0,31,47,21,26,23.4,11.8,4,9.2,43.4,2.4,6,39.6,1.4,1.7,82.5,0.3,1.3,1.7,2,0.9,0.8,0.1,1.5,18.7,0,0,2.7,112.2,106.8,5.4,11.9,2.16,15.5,1.4,5.2,3.4,7.2,56.4,59.2,19,104.43,8.4,"2,392"
Paul George,2019,LAC,0,30,27,19,8,30.3,22.9,7.4,17.5,42.4,3.5,9,39.3,4.6,5,90.4,0.4,5.4,5.9,3.7,3.2,1.4,0.4,2.4,37.9,2,0,3.9,112.4,106.1,6.3,20,1.17,14.2,1.4,16.8,9.1,12.1,52.4,58.1,30.5,103.07,14.6,"1,755"
Paul Millsap,2019,DEN,0,35,32,21,11,24.9,11.9,4.1,8.8,46.8,1,2.3,41.3,2.7,3,88.5,2,3.8,5.8,1.4,1.3,0.9,0.7,2.8,24.3,3,0,6.4,113.7,100.9,12.8,7.9,1.07,11,7.7,15.1,11.4,10.3,52.3,58.6,19.4,97.81,10.5,"1,624"
Paul Watson,2019,TOR,0,25,2,0,2,8.7,0,0,3.5,0,0,1.5,0,0,0,0,0,1,1,1.5,0,0.5,0,0.5,5,0,0,5,97.5,74.4,23.1,20,0,30,0,11.1,4.3,0,0,0,14.3,108.37,-4.7,40
Quinn Cook,2019,LAL,0,27,30,24,6,12.3,5.4,2.3,5,45,0.7,1.8,38.2,0.2,0.3,66.7,0.2,1,1.2,1.2,0.7,0.3,0,0.7,9.1,0,0,2.6,110.1,101.3,8.8,14.4,1.68,17.4,1.5,7.3,4.6,10.3,52,52.6,19.4,102.77,8,795
RJ Barrett,2019,NYK,0,20,41,11,30,31.2,14.1,5.1,13,39.3,1.1,3.5,32.9,2.7,4.5,60.3,1.1,4.2,5.2,2.5,2.2,1,0.4,2.2,26.2,2,0,-6.3,104.3,113.7,-9.4,12.1,1.12,12.5,3,13.3,7.9,11.2,43.7,47,22.8,100.42,7,"2,677"
Rajon Rondo,2019,LAL,0,34,31,24,7,21.2,7.6,3,7.3,40.9,0.9,2.7,34.9,0.7,0.9,75.9,0.5,3.1,3.6,5.4,2,0.9,0.1,1.2,20.7,2,0,1.7,108,105.1,3,36.4,2.65,35.6,2.3,14.2,8.1,13.4,47.3,49.4,19.1,101.26,11.9,"1,394"
Raul Neto,2019,PHI,0,28,40,24,16,11.4,4.3,1.7,3.6,46.2,0.6,1.5,41.4,0.3,0.4,81.3,0.2,0.9,1,1.6,0.8,0.5,0.1,0.9,8.9,0,0,0.6,99.7,97,2.7,21.5,1.88,25,1.3,7,4.3,13.3,54.5,56.2,17.2,101.53,9,967
Rayjon Tucker,2019,UTA,0,22,11,10,1,6.5,1.5,0.6,1.6,38.9,0,0.5,0,0.3,0.5,60,0.2,0.7,0.9,0.2,0.3,0.1,0,0.5,2.9,0,0,-1.1,109.9,118.5,-8.7,3.4,0.67,8,2.6,13.1,7.2,12,38.9,42.1,13.1,102.1,2.4,152
Reggie Bullock,2019,NYK,0,29,15,4,11,25.1,9.7,3.9,9.3,41.7,1.5,4.7,32.9,0.5,0.6,77.8,0.5,1.5,2.1,1.3,0.5,1.2,0,2.3,17.2,0,0,-4.3,102.5,111.3,-8.8,7.1,2.71,11.3,1.9,6.1,3.9,4.2,50,51.1,16.4,100.96,5.8,793
Reggie Jackson,2019,LAC,0,30,6,2,4,21.6,14.2,5,11,45.5,2,4.3,46.2,2.2,3,72.2,0.5,2.2,2.7,4.2,1.2,0.8,0.2,1.5,25.5,0,0,2.5,112.4,106.9,5.5,33.3,3.57,23.8,2.4,9.5,6.1,6.7,54.5,57.5,26,101.92,14.8,275
Richaun Holmes,2019,SAC,0,26,37,14,23,29.4,13.1,5.5,8.4,66,0,0,0,2.1,2.5,81.7,3.1,5.4,8.5,1,1.2,1.1,1.4,3.9,30.9,13,0,0.2,109.2,108.5,0.7,5.3,0.8,8.5,10.2,18.7,14.4,10.6,66,69.2,15.8,98.28,12.3,"2,222"
Ricky Rubio,2019,PHX,0,29,40,18,22,32.1,12.9,4.6,11.4,40.6,1.2,3.4,33.6,2.5,3,81,0.8,3.9,4.7,8.8,2.6,1.4,0.2,2.5,33.9,14,1,2.5,111,106.9,4.1,36.9,3.42,36.6,2.3,12,7.1,10.7,45.6,50.5,19.6,104.21,11.4,"2,782"
Robert Covington,2019,HOU,0,29,46,15,31,29.3,12.8,4.5,10.3,43.7,2.3,6.5,34.8,1.5,1.9,79.5,0.7,5.2,6,1.2,1.5,1.6,0.9,3.1,27.7,3,0,-0.3,109.4,109.4,0,5.8,0.77,8.5,2.3,17.5,9.7,11,54.6,57.3,17.7,103.7,9.1,"2,902"
Robert Williams III,2019,BOS,0,22,19,14,5,14.1,3.9,1.7,2.6,67.3,0,0,0,0.4,0.7,57.1,1.2,3.4,4.6,1.1,0.8,0.9,1.1,1.8,16.2,0,0,0.1,110.9,109,1.9,10.8,1.31,22.8,8.5,22.5,15.6,17.4,67.3,67.1,11.2,101.96,12,567
Robin Lopez,2019,MIL,0,32,43,37,6,14.3,5.7,2.4,4.6,51.8,0.4,1.5,26.6,0.5,1,53.7,1,1.7,2.7,0.7,0.9,0.1,0.7,1.3,11.5,0,0,1.9,108.1,102.3,5.8,6.3,0.7,9.9,6.2,10.1,8.3,14.2,56.1,56.5,16.4,106.09,7,"1,364"
Rodions Kurucs,2019,BKN,0,22,29,7,22,13.5,4.7,1.8,3.6,49,0.8,1.6,46.8,0.4,0.7,60,0.5,2,2.5,0.9,1.1,0.4,0.1,1.9,9.5,0,0,-0.9,99,101.3,-2.3,10,0.87,15.7,3.4,12.2,7.9,18,59.6,60.3,14.7,106.69,6.8,868
Rodney Hood,2019,POR,0,27,21,8,13,29.5,11,4.1,8.2,50.6,1.7,3.4,49.3,1,1.3,77.8,0.5,3,3.4,1.5,0.9,0.8,0.2,2.2,19.4,0,0,0.2,112.3,111.6,0.6,6.8,1.68,13.6,1.5,9.2,5.4,8.1,60.8,62.5,13.7,103.31,7.4,"1,330"
Rodney McGruder,2019,LAC,0,28,36,24,12,17.2,3.6,1.4,3.6,38.3,0.5,1.9,27.5,0.3,0.6,52.2,0.6,2.3,2.9,0.7,0.5,0.5,0.2,1.7,9.7,0,0,1.2,109.6,105.5,4.1,5,1.41,13.5,3.4,11.5,7.6,9.6,45.7,46.7,9.9,106.59,4.1,"1,368"
Romeo Langford,2019,BOS,0,20,13,11,2,8.8,2.4,0.8,1.8,45.8,0.2,0.8,20,0.5,0.6,87.5,0.4,0.5,0.8,0.2,0.2,0.2,0.2,0.5,4.6,0,0,3.9,112.7,91.9,20.7,2.2,0.67,6.1,4.1,4.9,4.5,9.1,50,56.3,11,99.44,5.3,237
Rondae Hollis-Jefferson,2019,TOR,0,25,38,26,12,19.7,7.6,2.8,6,46.7,0.1,0.4,14.3,1.9,2.7,73.3,2.1,2.9,5,1.7,1,0.9,0.4,2.1,19.3,2,0,2.1,108.5,101.9,6.6,13.6,1.78,17.5,9.5,13.3,11.4,9.8,47.2,53,16.9,100.85,10.6,"1,560"
Royce O'Neale,2019,UTA,0,27,48,32,16,29.5,6.2,2.2,4.8,46.3,1.2,3,41.5,0.5,0.6,85.2,0.3,4.9,5.2,2.7,0.8,0.7,0.4,3,18.8,2,0,5.2,113.8,105.1,8.6,11.9,3.39,31.5,1.1,15.3,8.7,9.3,59.1,60.9,8.6,99.85,7.2,"2,942"
Rudy Gay,2019,SAS,0,33,44,19,25,21.9,10.2,3.7,8.3,44.1,1,3.2,31.2,1.8,2.1,86,1,4.7,5.7,1.8,1.5,0.5,0.5,1.5,21.2,4,0,1.2,108.5,106,2.4,12,1.25,14.4,4.2,19.4,12,11.6,50.1,54.9,20.5,103.84,11,"2,087"
Rudy Gobert,2019,UTA,1,28,46,31,15,34.4,15.8,6,8.7,69.2,0,0,0,3.7,6.1,60.9,3.7,10.9,14.5,1.6,2,0.7,2,3.1,41.8,37,0,7.3,114.3,103.7,10.5,6.8,0.79,10.5,11.2,29.5,20.9,13.3,69.2,69.2,16.9,99.91,16.1,"3,288"
Rui Hachimura,2019,WAS,0,22,25,8,17,29.2,13.9,5.8,12.1,48.2,0.4,1.9,20.8,1.8,2.2,85.2,1.6,4.2,5.8,1.6,0.8,0.7,0.1,2.3,25,2,0,-8.2,110.9,123.8,-12.9,7.7,2,10.3,5.1,15.1,9.9,5.2,49.8,53.3,19.6,103.97,8.6,"1,580"
Russell Westbrook,2019,HOU,1,31,40,25,15,35.8,26.3,10.1,22.1,45.5,1,4.3,23.5,5.2,6.6,78.7,1.7,6.4,8.1,7.4,4.5,1.6,0.4,3.6,48.6,18,8,2.6,109.5,106.2,3.4,34.6,1.64,20,4.2,16.4,10.2,12.2,47.8,52.6,32.3,107.72,14.4,"3,215"
Ryan Anderson,2019,HOU,0,32,2,1,1,7,2.5,1,3.5,28.6,0.5,2.5,20,0,0,0,0,3.5,3.5,1,0.5,0.5,0,0.5,9.2,0,0,3.5,124.2,103,21.2,16.7,2,20,0,46.7,28,10,35.7,35.7,24.2,113.41,11.5,33
Ryan Arcidiacono,2019,CHI,0,26,46,19,27,14.4,3.8,1.3,3.3,38.8,0.8,2,39.1,0.4,0.6,73.1,0.3,1.3,1.6,1.5,0.5,0.4,0.1,1.6,8.8,0,0,-0.8,98.3,100.4,-2.1,14.8,2.88,27,1.8,9,5.1,9.4,50.7,52.9,11.6,103.17,5.5,"1,418"
Ryan Broekhoff,2019,PHI,0,29,11,7,4,7.7,3.8,1.2,2.5,46.4,1,2,50,0.5,0.5,83.3,0.1,1.3,1.4,0.4,0.3,0.2,0.1,0.6,6.5,0,0,1.1,110.2,105.4,4.7,6.8,1.33,10.8,1.1,14.7,8.1,8.1,66.1,68.5,15.6,105.18,10.1,187
Sekou Doumbouya,2019,DET,0,19,22,7,15,19.2,6.7,2.5,5.8,44.1,0.6,2.3,27.5,1,1.5,68.8,0.5,2.6,3.1,0.4,0.9,0.5,0.3,2.2,12.7,2,0,-0.4,109.1,109.3,-0.2,3,0.47,5.4,2.6,13.8,8.2,11.4,49.6,52.5,15.8,100.91,5,887
Semi Ojeleye,2019,BOS,0,25,45,31,14,15,3,1,2.5,40.7,0.6,1.5,36.2,0.4,0.4,84.2,0.4,1.4,1.8,0.5,0.2,0.4,0.1,1.1,7,0,0,0.9,106.1,103.1,3,4.8,2.67,15.6,2.7,8.6,5.7,5.8,51.8,54.8,8.1,100.7,4.8,"1,416"
Serge Ibaka,2019,TOR,0,30,38,26,12,26.4,15.3,6.2,12.1,51.3,1.1,2.8,38.1,1.9,2.5,74.7,2.1,6,8.1,1.3,1.8,0.6,0.8,2.7,29.3,14,0,1.4,108.4,105.4,3,7.9,0.7,7.8,7.6,20.5,14.2,11.2,55.7,58.1,23.7,102.41,12.8,"2,136"
Seth Curry,2019,DAL,0,29,45,27,18,22.9,10.6,3.8,8.1,46.4,1.9,4.6,40.7,1.2,1.4,88.7,0.5,1.6,2,1.8,0.9,0.6,0.2,1.6,16.9,0,0,1.4,111.5,110.3,1.2,11.5,1.93,15.6,1.9,6.6,4.2,8.1,58.1,61.1,17.1,100.67,8.5,"2,181"
Shabazz Napier,2019,WAS,0,28,34,9,25,23.3,9.4,3.1,7.6,40.5,1.3,4.3,30.3,1.9,2.4,80.2,0.5,2.6,3,5,2.1,1.1,0.2,1.7,22.4,1,1,-1.3,102.9,105.6,-2.6,31.7,2.39,32,1.7,10.9,6,13.3,49,54.1,18.4,104.62,10.7,"1,729"
Shai Gilgeous-Alexander,2019,OKC,0,21,49,29,20,35.5,19.5,7.1,15.3,46.2,1.2,3.5,34.5,4.2,5.1,81.7,0.7,5.4,6.1,3.2,2,1.2,0.6,1.7,35.2,6,1,2.2,112.2,108.7,3.5,13.9,1.59,14,2,14.7,8.6,8.8,50.1,55.6,24,99.65,12.1,"3,608"
Shake Milton,2019,PHI,0,23,16,11,5,13.1,6.3,2.1,4.7,45.3,0.9,2.6,35.7,1.1,1.6,72,0.3,1.9,2.1,1.4,1.1,0.3,0.1,1.8,10.7,0,0,1.7,103.1,98.2,4.8,15.6,1.22,17.3,1.8,13.2,7.6,14.2,55.3,58.7,20.9,104.18,8.3,459
Shamorie Ponds,2019,TOR,0,22,4,4,0,2.6,2.3,0.8,1.3,60,0.3,0.5,50,0.5,0.5,100,0,0.3,0.3,0.5,0,0,0.3,0.5,4.1,0,0,0,121.7,127.3,-5.5,40,0,25,0,16.7,6.3,0,70,76.5,22.2,102.05,19.1,23
Shaquille Harrison,2019,CHI,0,26,28,11,17,7.2,2.7,1,2.5,39.1,0.1,0.5,26.7,0.6,0.9,69.2,0.3,1,1.3,1,0.3,0.4,0.2,0.8,7.2,1,0,1.3,102.8,94.6,8.2,20.6,3.38,23.3,3.1,13,8,6.9,42,47.2,18.1,100.97,9.9,425
Skal Labissiere,2019,ATL,0,24,33,14,19,17.2,5.8,2.5,4.5,55.1,0.1,0.4,23.1,0.8,1,75.8,2,3.2,5.1,1.3,0.9,0.2,0.9,2.7,16.4,1,0,0.4,107.8,106.5,1.3,10.6,1.4,17.9,10.5,15.5,13.1,12.8,56.1,58.8,13.9,103.4,9.3,"1,219"
Solomon Hill,2019,MIA,0,29,46,24,22,18.7,5.8,2,4.9,41.4,1.2,3.1,38.5,0.5,0.8,69.4,0.5,2.5,3,2,0.8,0.7,0.2,1.4,14.1,0,0,-0.6,110,110.6,-0.6,13.4,2.39,24.4,2.6,12.8,7.8,10.2,53.5,55.2,13.5,104.64,7.4,"1,872"
Spencer Dinwiddie,2019,BKN,0,27,46,20,26,31.2,21.4,7,16.7,42.1,1.9,6.3,30.4,5.4,7,77.5,0.4,2.9,3.3,6.5,2.8,0.7,0.3,2.9,35.3,5,0,0.4,109.3,108.8,0.5,33.7,2.3,22.3,1.3,8.2,4.9,9.7,47.8,54,29.7,102.41,12.2,"3,060"
Stanley Johnson,2019,TOR,0,24,15,11,4,5.2,1.4,0.5,1.8,29.6,0.1,0.8,16.7,0.2,0.3,75,0.2,0.9,1.1,0.3,0.5,0.2,0.1,0.5,3.4,0,0,-1,91,99.4,-8.4,10.2,0.63,11.9,3.3,14.4,8.9,19,33.3,36.5,19.3,102.05,3.5,166
Stanton Kidd,2019,UTA,0,28,4,3,1,3.8,0,0,0.8,0,0,0.3,0,0,0,0,0,0.8,0.8,0.3,0.5,0,0,0.8,0.8,0,0,-0.3,91.2,88.9,2.3,10,0.5,16.7,0,15.8,9.1,33.3,0,0,13.9,109.92,-7.7,34
Stephen Curry,2019,GSW,0,32,4,1,3,28,20.3,6.8,16.5,40.9,2.3,9.3,24.3,4.5,4.5,100,1,4,5,6.5,3.8,1.3,0.5,2.5,37.5,1,0,-8,107.8,121.2,-13.4,34.7,1.73,22.6,3,13.8,8,13,47.7,54.8,29.5,109.63,12.3,257
Sterling Brown,2019,MIL,0,25,32,27,5,14.9,5.1,1.8,4.7,38,0.8,2.4,33.8,0.7,0.9,76.7,0.7,3.2,3.8,1,0.9,0.6,0.1,1.1,12.5,1,0,3.4,107.8,97.7,10.1,9.1,1.1,14.4,4.1,17.6,11.3,13.1,46.7,49.9,16.1,105.34,8.7,"1,049"
Steven Adams,2019,OKC,0,26,43,26,17,26.8,10.9,4.5,7.5,59.9,0,0,0,1.9,3.3,57.9,3.4,6,9.3,2.6,1.4,0.7,1.1,1.8,30,16,0,3,110.9,106,5,14.3,1.87,20.1,13,21.4,17.4,10.8,59.9,60.8,16.4,100.35,14.1,"2,410"
Svi Mykhailiuk,2019,DET,0,23,44,15,29,21.8,8.7,2.9,6.8,43.1,2,4.8,42.6,0.9,1,86.7,0.3,1.3,1.6,1.6,1,0.6,0.1,1.5,14.2,0,0,0.7,110.1,108.9,1.3,10.1,1.59,16.4,1.2,6.2,3.7,10.3,58.1,60.6,15.8,100.79,6.9,"2,014"
T.J. Leaf,2019,IND,0,23,22,13,9,8.2,3,1.3,3,42.4,0.2,0.6,35.7,0.3,0.5,60,0.9,1.8,2.7,0.3,0.3,0.3,0.1,0.8,7.8,1,0,-0.5,94,97.7,-3.7,4.9,1,7.2,9.8,18.4,14.3,7.2,46.2,47.6,17.1,105.3,10.3,397
T.J. McConnell,2019,IND,0,28,46,30,16,19.5,6.8,3.1,6,51.6,0.1,0.2,36.4,0.5,0.7,80,0.5,2.1,2.6,5.5,1.4,0.7,0.2,1.1,19.4,2,0,0.4,108,107.5,0.5,38,4,41.7,2.3,10.2,6.4,10.4,52.3,54.1,16.8,101.5,12.4,"1,901"
T.J. Warren,2019,IND,0,26,48,31,17,32.3,18.4,7.3,14.1,51.7,1.2,3.1,38.1,2.6,3.1,82.1,1,2.8,3.8,1.4,1.2,1.1,0.5,2.6,28.5,0,0,1.5,109.6,107.1,2.5,6.9,1.17,7.9,3,8.5,5.8,6.7,55.8,59.2,22.3,98.71,10.2,"3,191"
Tacko Fall,2019,BOS,0,24,4,3,1,5.2,4.3,2,2.8,72.7,0,0,0,0.3,0.8,33.3,0,2.5,2.5,0,0.8,0,0.5,1,8,0,0,1,102.1,93.6,8.5,0,0,0,0,43.5,24.4,20,72.7,69,30.6,108.46,19,47
Taj Gibson,2019,NYK,0,35,46,13,33,16.5,5.4,2.4,4.3,54.5,0.1,0.2,27.3,0.6,0.8,72.2,1.8,2.5,4.3,1,0.8,0.5,0.4,2.1,14,0,0,-4.2,100.8,113.3,-12.4,8.8,1.22,15,9.7,15.8,12.5,12.3,55.3,57.2,13.8,99.21,8.7,"1,569"
Talen Horton-Tucker,2019,LAL,0,19,2,1,1,2.7,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,1,0,0.5,0,0,3,0,0,-3.5,55.6,120,-64.4,100,0,66.7,0,0,0,0,0,0,10,85.77,14.8,9
Taurean Prince,2019,BKN,0,26,46,20,26,29.9,12.5,4.5,11.7,38.7,2.5,6.9,36.1,0.9,1.2,78.2,0.8,5.6,6.4,2.1,2,1,0.4,2.5,25.4,8,0,0.4,109.1,108.9,0.2,10.1,1.03,12.7,2.5,16.9,9.7,12.4,49.3,51,19.6,102.53,8.3,"2,947"
Terance Mann,2019,LAC,0,23,29,20,9,8.3,1.8,0.7,1.7,43.8,0.1,0.3,20,0.3,0.4,75,0.1,0.8,1,1.1,0.5,0.2,0.2,1.1,5.3,0,0,0.1,103.9,103,0.9,17.7,2.29,32.3,1.6,8.9,5.3,14.1,45.8,49.7,11.2,107.9,4.7,539
Terence Davis,2019,TOR,0,23,48,34,14,16.7,7.3,2.6,5.7,46.7,1.3,3.2,39.6,0.7,0.8,94.4,0.7,2.7,3.4,1.9,1,0.5,0.2,1.5,15.3,1,0,4.8,113.4,99.8,13.6,16.3,1.88,21.2,4.1,14.3,9.4,11.3,57.9,60.6,17.1,101.28,11.6,"1,688"
Terrance Ferguson,2019,OKC,0,22,36,20,16,26,5.1,1.8,4.6,39.8,1.1,3.6,32,0.3,0.3,81.8,0.6,1.1,1.7,0.9,0.7,0.6,0.3,3.2,10.5,0,0,-1.4,109.5,111.2,-1.6,4.9,1.31,14.7,2.3,4.2,3.3,11.3,52.1,53.3,9.4,97.95,1.3,"1,899"
Terrence Ross,2019,ORL,0,29,46,20,26,26,13.4,4.6,11.6,39.5,2.2,6.8,32.6,2,2.4,83.8,0.2,2.8,3,1,0.9,1.1,0.3,1.6,21.7,0,0,-2.2,100.6,105.5,-4.9,6.7,1.07,7,0.7,10.3,5.2,6.5,49.1,52.9,21.4,99.61,9.1,"2,496"
Terry Rozier,2019,CHA,0,26,48,16,32,34.2,18.1,6.4,15.1,42.1,2.6,6.7,39.3,2.8,3.2,86.3,0.8,3.7,4.5,4.3,2.4,1.1,0.2,2.1,31.5,2,0,-7,103.9,113.5,-9.6,21.9,1.78,18.7,2.2,11,6.4,10.5,50.9,54.9,23.7,97.38,10.5,"3,327"
Thabo Sefolosha,2019,HOU,0,36,31,20,11,10.2,2.2,0.9,2.2,41.2,0.4,1.4,31,0,0.1,0,0.4,1.8,2.2,0.6,0.3,0.4,0.2,1,7.4,0,0,0.5,108.3,106.5,1.8,7.6,1.8,18.6,3.6,15.5,9.6,10.3,50.7,49.5,9.9,107.66,6.6,710
Thaddeus Young,2019,CHI,0,32,49,19,30,23.2,9.3,3.8,8.8,43.1,1.1,3.2,33.3,0.7,1.1,60,1.4,3.2,4.6,1.7,1.4,1.1,0.3,1.9,20.4,0,0,-1.7,100.2,103.6,-3.3,11.8,1.23,14,5.5,14.1,9.6,11.3,49.3,50.3,19.3,102.03,8.7,"2,410"
Thanasis Antetokounmpo,2019,MIL,0,27,14,13,1,4,1.9,0.8,1.4,55,0,0.1,0,0.3,0.6,50,0.4,0.1,0.5,0.4,0.4,0.1,0.1,0.5,3.2,0,0,-1.2,90.5,104,-13.5,18.2,1.2,17.6,11.5,1.5,5.8,14.7,55,55.3,20,108.59,5.7,126
Theo Pinson,2019,NYK,0,24,27,11,16,12.3,4.4,1.6,5.5,29.7,0.6,2.8,19.7,0.6,0.6,93.8,0.3,1.4,1.7,1.7,1.2,0.6,0.1,1.1,9.7,0,0,-1.2,95.8,99.7,-4,22.4,1.47,20.2,2.4,9.5,6,13.7,34.8,38.1,23,102.61,4.8,708
Thomas Bryant,2019,WAS,0,22,27,9,18,25.3,12.8,5.2,9,58,0.5,1.6,32.6,1.8,2.4,76.6,2,5.3,7.3,2.3,1.5,0.4,0.9,2.3,27.1,6,0,-5.8,110.4,120.8,-10.3,12.3,1.49,16.4,7.6,20.7,14.1,11.1,60.9,63.6,18.5,105.1,11.9,"1,496"
Thon Maker,2019,DET,0,23,44,17,27,11.5,4.1,1.3,2.5,51.4,0.3,0.8,33.3,1.3,2,67.4,0.8,1.6,2.4,0.5,0.7,0.4,0.6,1.5,9.9,1,0,-1.5,106.3,110.9,-4.6,6.6,0.76,11.1,6.6,14.4,10.5,14.6,56.9,62,14.8,102.21,7.2,"1,066"
Tim Frazier,2019,DET,0,29,27,9,18,13.1,3.6,1.3,3.5,36.2,0.4,1.1,33.3,0.7,0.9,79.2,0.3,0.9,1.2,3.4,1.3,0.5,0.1,1.6,10.9,0,0,-2,100.5,107.4,-6.9,39.1,2.58,39.6,2.4,7.1,4.7,15.3,41.5,46.4,17.1,100.04,6.8,738
Tim Hardaway Jr.,2019,DAL,0,28,44,28,16,26.5,14.1,4.9,11.5,42.9,2.7,6.7,39.5,1.6,2,78.7,0.4,2.6,2.9,1.6,0.8,0.6,0.1,1.8,21.3,0,0,4.9,115.5,107.8,7.7,8.8,1.97,10.9,1.3,8.5,5,5.5,54.4,57,20.4,102.3,8.6,"2,498"
Timothe Luwawu-Cabarrot,2019,BKN,0,25,23,6,17,15.4,5,1.7,3.8,43.2,0.8,2,40.4,0.8,1.1,76,0.4,1.7,2.1,0.6,0.8,0.4,0,1.7,9,0,0,-4.1,92.8,104.7,-11.9,6.3,0.74,10.5,2.2,9.6,5.9,14.3,54,57.6,13.6,105.38,5.3,779
Tobias Harris,2019,PHI,0,27,49,31,18,34.5,19.4,7.6,15.8,47.8,1.8,5,35.2,2.6,3.2,80.4,0.7,6.1,6.8,3,1.6,0.8,0.6,2.4,34.4,7,0,2.9,108.6,104.4,4.2,13.6,1.86,13.7,2,17.3,9.7,7.4,53.4,56.5,23.3,99.18,12.7,"3,489"
Tomas Satoransky,2019,CHI,0,28,50,19,31,28.6,10.1,3.7,8.3,44.8,1,3.1,34,1.6,1.9,87.2,1,2.7,3.7,5.3,1.9,1.4,0.1,2,24.9,2,0,0.6,107.4,106.1,1.3,26.8,2.72,32.4,3.4,9.6,6.4,11.9,51.1,55.5,16.4,101.05,9.9,"3,005"
Tony Bradley,2019,UTA,0,22,36,24,12,10.3,4.4,1.9,3,64.2,0,0,0,0.5,0.9,61.3,1.6,2.6,4.2,0.3,0.5,0.3,0.4,2.1,11.4,0,0,-0.9,105,106.9,-1.9,3.6,0.5,6,14.6,22.5,18.6,12,64.2,64.8,15.4,104.39,11.5,802
Tony Snell,2019,DET,0,28,42,15,27,26.4,8,2.9,6.2,46.6,1.9,4.4,42.6,0.4,0.4,100,0.1,1.6,1.8,1.4,0.4,0.4,0.2,1.6,13.9,0,0,-3.3,105.4,111.8,-6.5,7.7,3.53,17.4,0.5,6.2,3.3,4.9,61.5,62.8,10.9,100.15,6,"2,315"
Torrey Craig,2019,DEN,0,29,35,26,9,16.3,4.3,1.7,3.9,43.5,0.5,1.9,24.6,0.4,0.7,65.2,0.9,1.9,2.8,0.6,0.5,0.4,0.7,2.2,11.4,2,0,-2.2,105,109,-3.9,5.2,1.31,11.5,5.1,12,8.4,8.7,49.3,51,12,98.21,4.8,"1,154"
